spectrum,VDISP,VDISP_ERR,Z,Z_ERR,ZWARNING,SPECTROFLUX_U,SPECTROFLUX_G,SPECTROFLUX_R,SPECTROFLUX_I,SPECTROFLUX_Z,SPECTROFLUX_IVAR_U,SPECTROFLUX_IVAR_G,SPECTROFLUX_IVAR_R,SPECTROFLUX_IVAR_I,SPECTROFLUX_IVAR_Z,SPECTROSYNFLUX_U,SPECTROSYNFLUX_G,SPECTROSYNFLUX_R,SPECTROSYNFLUX_I,SPECTROSYNFLUX_Z,SPECTROSYNFLUX_IVAR_U,SPECTROSYNFLUX_IVAR_G,SPECTROSYNFLUX_IVAR_R,SPECTROSYNFLUX_IVAR_I,SPECTROSYNFLUX_IVAR_Z,object_id
"{'flux': array([17.920538 , 17.913494 , 17.90646  , ...,  1.4497105,  1.4497294,
        1.4497486], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",239.5353,13.761563,0.19320813,3.291859e-05,False,2.4385526,14.264115,47.128494,75.08291,98.72903,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,4.174585,14.216539,47.095,74.93404,98.643234,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461771275656783872'
"{'flux': array([10.852927, 10.848989, 10.845055, ..., 12.988095, 12.988332,
       12.988566], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",248.66927,24.575428,0.19450073,4.7490263e-05,False,1.1029276,7.9388423,25.295345,42.464897,57.720566,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,2.727692,7.8357973,25.39695,42.20346,58.176216,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461772100290504704'
"{'flux': array([ 48.33465 ,  48.3152  ,  48.295788, ..., 186.95966 , 186.96182 ,
       186.96396 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",151.97466,13.775072,0.13651726,2.2976128e-05,False,5.3608932,16.674217,43.91362,68.72217,92.91514,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,6.2757,16.531387,43.896805,68.572266,92.524254,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461772924924225536'
"{'flux': array([-2.590666 , -2.5899477, -2.5892305, ..., 14.687512 , 14.687993 ,
       14.688473 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",210.81985,28.2226,0.3256217,7.220179e-05,False,0.95802855,3.4359887,16.4507,28.634596,41.409145,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,1.4001434,3.3755677,16.202116,29.030579,40.6477,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461773749557946368'
"{'flux': array([13.676183 , 13.671893 , 13.667612 , ...,  6.8486986,  6.8488803,
        6.8490624], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",191.41327,17.81576,0.19865769,4.7563386e-05,False,3.316237,9.326064,30.808542,50.3396,68.25408,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,3.4019878,9.29518,30.669727,49.984608,67.194824,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461774024435853312'
"{'flux': array([2.6637335, 2.662911 , 2.6620898, ..., 4.287728 , 4.287845 ,
       4.2879624], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,0.0,2.1910803,0.0020665068,False,5.5890174,4.856434,6.80425,7.6063914,9.208269,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,4.2374573,4.798792,6.7421184,7.534464,8.755508,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461774574191667200'
"{'flux': array([17.028563, 17.024105, 17.019657, ...,  8.803969,  8.80428 ,
        8.804591], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",177.60417,39.605904,0.4361614,0.0001725213,False,-0.68857646,0.8814357,4.2225404,8.466235,10.149358,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,0.08913414,0.82039267,4.1635833,7.978154,10.032574,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461775398825388032'
"{'flux': array([6.6421785, 6.6400785, 6.6379824, ..., 5.545245 , 5.5453897,
       5.545535 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",69.517494,17.09471,0.07431025,1.00141715e-05,False,13.552305,35.241867,51.04991,61.423225,70.47112,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,17.56221,34.47371,51.2803,62.09562,66.02131,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461775948581201920'
"{'flux': array([ 6.1843944,  6.1825113,  6.1806316, ..., 15.903566 , 15.904013 ,
       15.904458 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,0.0,0.00033662116,0.00012991477,False,12.315544,12.433022,9.2659,7.0744843,5.8756485,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,10.28765,12.423152,9.108884,7.1627507,5.621398,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461776223459108864'
"{'flux': array([17.95194  , 17.94629  , 17.940647 , ...,  4.239291 ,  4.239403 ,
        4.2395144], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,20.810835,0.07254888,1.6036814e-05,False,3.7528524,10.880629,22.271894,32.24682,40.877136,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,3.6212451,10.846064,22.065453,32.294785,39.87457,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461776773214922752'
"{'flux': array([44.930138, 44.918087, 44.90606 , ..., 28.695114, 28.696095,
       28.697077], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",156.59401,10.265906,0.11456403,2.8154258e-05,False,4.2051325,19.132872,54.8368,87.50948,123.038574,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,4.9341946,19.13605,54.57879,87.36244,122.686,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461777048092829696'
"{'flux': array([-1.0701435, -1.0698162, -1.0694896, ..., 16.320704 , 16.321157 ,
       16.321611 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,0.0,1.1859108,0.0005784592,False,6.509915,8.151391,12.0777645,12.920776,13.019659,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,7.044446,8.108132,12.059698,12.889369,11.865656,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461777322970736640'
"{'flux': array([2.2261345 , 2.2254395 , 2.2247455 , ..., 0.61824656, 0.61826307,
       0.61827964], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",183.16853,12.878541,0.15149325,2.6363126e-05,False,5.354019,17.443808,49.02499,77.713875,104.670975,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,6.035108,17.347223,48.98837,77.801605,104.68822,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461777597848643584'
"{'flux': array([77.04424  , 77.02165  , 76.9991   , ...,  4.9931126,  4.993263 ,
        4.993412 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",141.48055,16.6547,0.18645349,1.6114367e-05,False,5.413614,11.922056,31.377909,50.096832,65.41668,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,4.7919254,11.819111,31.28478,49.854782,64.73887,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461777872726550528'
"{'flux': array([0.97449607, 0.97421736, 0.97393906, ..., 0.7545286 , 0.7545522 ,
       0.75457567], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",153.58849,9.094911,0.07445111,2.2876253e-05,False,8.043984,28.702494,71.6326,108.79516,145.24057,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,6.9703026,28.81735,71.30671,108.91097,145.29439,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461778147604457472'
"{'flux': array([1.9896132, 1.9888918, 1.9881718, ..., 3.9342263, 3.934298 ,
       3.9343703], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",0.0,0.0,1.5738915,0.00054535427,False,7.7840776,7.7957497,8.954459,12.079238,12.966922,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,7.717221,7.731258,8.959161,11.957952,12.141684,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461778697360271360'
"{'flux': array([4.8532414, 4.851617 , 4.8499947, ..., 6.2188234, 6.2189655,
       6.219109 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",243.86137,11.643371,0.17062974,2.9533518e-05,False,6.167971,19.631155,62.52118,99.20718,133.18394,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,6.7324452,19.567255,62.285496,99.22241,132.90126,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461778972238178304'
"{'flux': array([28.441051, 28.431704, 28.422369, ..., 21.39685 , 21.397366,
       21.397879], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",216.01996,12.912677,0.13437243,3.3864333e-05,False,5.513712,18.419914,54.21287,85.524376,119.69118,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,5.1665435,18.369217,54.117943,85.45725,118.448204,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461779247116085248'
"{'flux': array([-4.0398245, -4.0385394, -4.037256 , ...,  7.678288 ,  7.678486 ,
        7.678684 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",87.4216,15.254189,0.13804588,9.503158e-06,False,7.1467633,15.769188,33.64875,51.872425,67.148285,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,7.5294776,15.682273,33.575226,51.67209,66.24589,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461779796871899136'
"{'flux': array([ 0.9173492 ,  0.9170309 ,  0.91671306, ..., 13.138094  ,
       13.13837   , 13.138644  ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",201.53122,15.629479,0.17250614,4.2473046e-05,False,2.9128923,10.7625885,34.226753,53.99102,74.83981,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,3.5449765,10.735647,33.89507,54.280106,73.751526,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461780071749806080'
"{'flux': array([0.66730416, 0.6670519 , 0.6668    , ..., 9.874617  , 9.874771  ,
       9.874926  ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",191.29236,9.476253,0.12735844,2.3307079e-05,False,6.831649,26.652662,76.170845,118.481544,166.43994,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,7.976609,26.623547,75.92701,118.77633,164.81638,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461780896383526912'
"{'flux': array([-7.334977, -7.332574, -7.330175, ..., 11.055416, 11.055683,
       11.05595 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",154.12274,12.210006,0.090510555,2.206882e-05,False,2.8060148,14.447566,40.86394,67.12983,93.61922,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,3.6822772,14.531525,40.954796,66.95138,94.68458,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461781171261433856'
"{'flux': array([ 2.3307903,  2.3299553,  2.3291218, ..., 16.548674 , 16.548986 ,
       16.549301 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",172.71805,10.338407,0.10626145,2.8582232e-05,False,6.0671105,18.22177,49.70073,76.04183,105.73184,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,4.9129157,18.20111,49.593777,76.17079,104.6094,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461781446139340800'
"{'flux': array([6.0034356, 6.0011444, 5.9988565, ..., 7.0753303, 7.0754375,
       7.075543 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",126.38199,13.384085,0.12955686,8.174623e-06,False,7.450389,18.137173,42.29262,66.65146,86.33669,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,8.469009,18.07151,42.117245,65.85502,85.767334,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461782270773061632'
"{'flux': array([-2.47988  , -2.4789577, -2.4780366, ...,  4.079839 ,  4.0799074,
        4.0799756], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",184.22197,7.8296967,0.08986455,2.003724e-05,False,8.855145,34.232483,103.75073,172.7337,251.05661,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,7.998264,34.598125,102.625496,172.53772,253.22382,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461782545650968576'
"{'flux': array([ 8.099063,  8.096214,  8.09337 , ..., 11.483126, 11.483357,
       11.483588], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",79.93085,27.743347,0.1398616,8.154784e-06,False,10.713829,18.862127,29.674995,42.08778,46.04876,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,8.721572,18.904133,29.263948,41.970654,45.55102,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461782820528875520'
"{'flux': array([0.8803427 , 0.88003904, 0.87973577, ..., 0.56782424, 0.56783634,
       0.5678484 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",23.760376,21.378036,0.03177869,1.0418059e-05,False,11.769267,23.905724,42.17041,55.939533,67.80427,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,12.417581,23.895805,41.904167,56.24009,67.38722,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461783370284689408'
"{'flux': array([ 2.6435993,  2.6425683,  2.641539 , ..., 22.302603 , 22.302906 ,
       22.303211 ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",144.24663,26.303839,0.042723317,9.66335e-06,False,5.85473,10.434565,18.80572,26.266819,33.047184,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,4.6535273,10.436186,18.63471,26.436811,32.911903,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461783645162596352'
"{'flux': array([ 0.5621676 ,  0.5619492 ,  0.56173116, ..., 23.98198   ,
       23.982311  , 23.982645  ], dtype=float32), 'ivar': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lsf_sigma': array([0., 0., 0., ..., 0., 0., 0.], dtype=float32), 'lambda': array([3787.913 , 3788.7854, 3789.658 , ..., 9217.221 , 9219.344 ,
       9221.467 ], dtype=float32), 'mask': array([ True,  True,  True, ...,  True,  True,  True])}",140.91345,19.641884,0.18508616,5.1603904e-05,False,2.8066058,5.863087,18.9813,30.101007,40.29967,1.0975173,3.3579903,2.8741612,1.465873,0.67511564,1.6476223,5.809027,18.901653,30.42374,40.72511,2.9794621,3.4843051,2.7628505,1.749405,0.9556925,b'    461783920040503296'
